pid,nombre,type,country,state,municipality,address,phone,email,web,social_media1,social_media2,,,
org324,Unidas Siempre Buscando ,Colectivo,México,Querétaro,,,,,,https://www.facebook.com/Unidas-siempre-buscando-100682175509314/?ref=page_internal,,,,
org325,Unidas Siempre Buscando ,Colectivo,México,Morelos,,,,,,https://www.facebook.com/Unidas-siempre-buscando-100682175509314/?ref=page_internal,,,,
org326,Unidas Siempre Buscando ,Colectivo,México,Veracruz,,,,,,https://www.facebook.com/Unidas-siempre-buscando-100682175509314/?ref=page_internal,,,,
org327,Unidas Siempre Buscando ,Colectivo,México,Guerrero,,,,,,https://www.facebook.com/Unidas-siempre-buscando-100682175509314/?ref=page_internal,,,,
org328,Unidas Siempre Buscando ,Colectivo,México,Michoacán,,,,,,https://www.facebook.com/Unidas-siempre-buscando-100682175509314/?ref=page_internal,,,,
org329,Unidas Siempre Buscando ,Colectivo,México,Sinaloa,,,,,,https://www.facebook.com/Unidas-siempre-buscando-100682175509314/?ref=page_internal,,,,
org330,Unidas Siempre Buscando ,Colectivo,México,Sonora,,,,,,https://www.facebook.com/Unidas-siempre-buscando-100682175509314/?ref=page_internal,,,,
org331,Uniendo Familias Esa Es Nuestra Misión,Colectivo,México,Baja California,,,66-48-04-96-37,marygl270@gmail.com,,https://www.facebook.com/uniendofamiliastj/,,,,
org332,Unión de Familias Resilientes Buscando a sus Corazones Desaparecidos,Colectivo,México,Morelos,,,,familias.resilientes20@gmail.com,,https://www.facebook.com/pages/category/Community-Organization/Familias-Resilientes-Morelos-104271494702778/,,,,
org333,Unión de Madres con Hijos de los 70´s de Sinaloa,Colectivo,México,Sinaloa,,,,marxas200@yahoo.com,,https://www.facebook.com/UniondeMadresconHijosDesaparecidosSinaloa70s/,,,,
org334,"Verdad, memoria y justicia",Colectivo,México,Quintana Roo ,,,,,,https://m.facebook.com/groups/867019827266933,,,,
org335,Víctimas de San Fernando,Colectivo,México,Tamaulipas,,,,,,https://www.facebook.com/covisf/,,,,
org336,Voces Mesoamericanas,ONG,México,Chiapas,,,96-76-74-78-11,comunicacion@vocesmesoamericanas.org,https://vocesmesoamericanas.org/,,,,,
org337,Voces Unidas por la Vida,Colectivo,México,Sinaloa,,,,,,https://www.facebook.com/vocesunidasjamazseranbencidas/,,,,
org338,"Voces Unidas Por la Vida ""En Busca De Personas Desaparecidas""",Colectivo,México,Sinaloa,,,,,,https://www.facebook.com/Voces-Unidas-Por-la-Vida-En-Busca-De-Personas-Desaparecidas-102497844927365/,,,,
org339,Voz de los Desaparecidos de Puebla,Colectivo,México,Puebla,,,22-25-80-16-83,vozdesaparecidospuebla@gmail.com,,https://www.facebook.com/DESAPARECIDOSPUEBLA/,https://twitter.com/vozdelosdesapa,,,
org340,Voz que Clama Justicia Por Personas Desaparecidas,Colectivo,México,Coahuila,,,87-12-66-58-13,madelaluzlopez71@gmail.com,,https://www.facebook.com/Voz-Que-Clama-Justicia-Por-Personas-Desaparecidas-105182161577995/about/?ref=page_internal,,,,
org341,Voz y Dignidad por los Nuestros SLP,Colectivo,México,San Luis Potosí ,,,,,,https://www.facebook.com/VyDSLP/,,,,
org342,Xalapa por la Paz,Colectivo,México,Veracruz,,,22-81-19-70-77,colectivopazxalapa@hotmail.com,,https://www.facebook.com/ColectivoPazXalapa/,,,,
org343,Ymigrantes Perdidos En El Desierto,Colectivo,US-México,Texas ,,,(+1) 912-324-0143,,,https://www.facebook.com/desapareaidos,,,,
org344,Impunidad Cero,NGO,México,Ciudad de México,,,55-95-29-57,contacto@impunidadcero.org,https://www.impunidadcero.org/,https://www.facebook.com/ImpunidadCeroMx/,https://twitter.com/ImpunidadCeroMx,,,
